# Prompt sections 6–18: required muscle membership, exact requested name, stable catalog ID.
chest	Bankdrücken Langhantel	10000000-0000-0000-0000-000000000001
chest	Bankdrücken Kurzhantel	10000000-0000-0000-0000-000000000002
chest	Schrägbankdrücken Langhantel	10000000-0000-0000-0000-000000000003
chest	Schrägbankdrücken Kurzhantel	10000000-0000-0000-0000-000000000004
chest	Negativbankdrücken	10000000-0000-0000-0000-000000000005
chest	Brustpresse Maschine	10000000-0000-0000-0000-000000000006
chest	Schrägbrustpresse	10000000-0000-0000-0000-000000000007
chest	Butterfly / Pec Deck	10000000-0000-0000-0000-000000000008
chest	Kabel Flys	10000000-0000-0000-0000-000000000009
chest	Low-to-High Cable Fly	10000000-0000-0000-0000-000000000010
chest	High-to-Low Cable Fly	10000000-0000-0000-0000-000000000011
chest	Kurzhantel Flys	10000000-0000-0000-0000-000000000012
chest	Dips Brustfokus	10000000-0000-0000-0000-000000000013
chest	Liegestütze	10000000-0000-0000-0000-000000000014
back	Klimmzüge	10000000-0000-0000-0000-000000000015
back	Latzug breit	10000000-0000-0000-0000-000000000016
back	Latzug eng	10000000-0000-0000-0000-000000000017
back	Neutraler Latzug	10000000-0000-0000-0000-000000000018
back	Langhantelrudern	10000000-0000-0000-0000-000000000019
back	Kurzhantelrudern	10000000-0000-0000-0000-000000000020
back	T-Bar Row	10000000-0000-0000-0000-000000000021
back	Kabelrudern	10000000-0000-0000-0000-000000000022
back	Rudermaschine	10000000-0000-0000-0000-000000000023
back	Chest-Supported Row	10000000-0000-0000-0000-000000000024
back	High Row	10000000-0000-0000-0000-000000000025
back	Low Row	10000000-0000-0000-0000-000000000026
back	Straight-Arm Pulldown	10000000-0000-0000-0000-000000000027
back	Pullover Maschine	10000000-0000-0000-0000-000000000028
back	Kurzhantel Pullover	10000000-0000-0000-0000-000000000029
shoulders	Schulterdrücken Langhantel	10000000-0000-0000-0000-000000000030
shoulders	Schulterdrücken Kurzhantel	10000000-0000-0000-0000-000000000031
shoulders	Schulterpresse Maschine	10000000-0000-0000-0000-000000000032
shoulders	Arnold Press	10000000-0000-0000-0000-000000000033
shoulders	Frontheben	10000000-0000-0000-0000-000000000034
shoulders	Seitheben Kurzhantel	10000000-0000-0000-0000-000000000035
shoulders	Seitheben Kabel	10000000-0000-0000-0000-000000000036
shoulders	Seitheben Maschine	10000000-0000-0000-0000-000000000037
shoulders	Lean-Away Cable Lateral Raise	10000000-0000-0000-0000-000000000038
shoulders	Reverse Fly Maschine	10000000-0000-0000-0000-000000000039
shoulders	Reverse Fly Kurzhantel	10000000-0000-0000-0000-000000000040
shoulders	Reverse Cable Fly	10000000-0000-0000-0000-000000000041
shoulders	Face Pulls	10000000-0000-0000-0000-000000000042
biceps	Langhantelcurls	10000000-0000-0000-0000-000000000043
biceps	SZ-Curls	10000000-0000-0000-0000-000000000044
biceps	Kurzhantelcurls	10000000-0000-0000-0000-000000000045
biceps	Alternierende Curls	10000000-0000-0000-0000-000000000046
biceps	Incline Dumbbell Curls	10000000-0000-0000-0000-000000000047
biceps	Preacher Curls	10000000-0000-0000-0000-000000000048
biceps	Maschine Preacher Curl	10000000-0000-0000-0000-000000000049
biceps	Kabelcurls	10000000-0000-0000-0000-000000000050
biceps	Bayesian Cable Curl	10000000-0000-0000-0000-000000000051
biceps	Konzentrationscurls	10000000-0000-0000-0000-000000000052
biceps	Hammer Curls	10000000-0000-0000-0000-000000000053
biceps	Rope Hammer Curls	10000000-0000-0000-0000-000000000054
biceps	Reverse Curls	10000000-0000-0000-0000-000000000055
triceps	Trizeps Pushdown Seil	10000000-0000-0000-0000-000000000056
triceps	Trizeps Pushdown Stange	10000000-0000-0000-0000-000000000057
triceps	Overhead Cable Extension	10000000-0000-0000-0000-000000000058
triceps	Overhead Kurzhantel Extension	10000000-0000-0000-0000-000000000059
triceps	Skull Crushers	10000000-0000-0000-0000-000000000060
triceps	French Press	10000000-0000-0000-0000-000000000061
triceps	Enges Bankdrücken	10000000-0000-0000-0000-000000000062
triceps	Dips	10000000-0000-0000-0000-000000000063
triceps	Trizepsmaschine	10000000-0000-0000-0000-000000000064
triceps	Einarmiges Cable Pushdown	10000000-0000-0000-0000-000000000065
triceps	Einarmige Overhead Extension	10000000-0000-0000-0000-000000000066
triceps	Kickbacks	10000000-0000-0000-0000-000000000067
quads	Kniebeugen	10000000-0000-0000-0000-000000000068
quads	Front Squats	10000000-0000-0000-0000-000000000069
quads	Hack Squat	10000000-0000-0000-0000-000000000070
quads	Beinpresse	10000000-0000-0000-0000-000000000071
quads	Bulgarian Split Squats	10000000-0000-0000-0000-000000000072
quads	Ausfallschritte	10000000-0000-0000-0000-000000000073
quads	Walking Lunges	10000000-0000-0000-0000-000000000074
quads	Beinstrecker	10000000-0000-0000-0000-000000000075
quads	Smith Machine Squat	10000000-0000-0000-0000-000000000076
quads	Goblet Squat	10000000-0000-0000-0000-000000000077
quads	Step-Ups	10000000-0000-0000-0000-000000000078
hamstrings	Romanian Deadlift	10000000-0000-0000-0000-000000000079
hamstrings	Stiff-Leg Deadlift	10000000-0000-0000-0000-000000000080
hamstrings	Lying Leg Curl	10000000-0000-0000-0000-000000000081
hamstrings	Seated Leg Curl	10000000-0000-0000-0000-000000000082
hamstrings	Standing Leg Curl	10000000-0000-0000-0000-000000000083
hamstrings	Nordic Hamstring Curl	10000000-0000-0000-0000-000000000084
hamstrings	Good Mornings	10000000-0000-0000-0000-000000000085
glutes	Hip Thrust	10000000-0000-0000-0000-000000000086
glutes	Glute Bridge	10000000-0000-0000-0000-000000000087
glutes	Bulgarian Split Squat	10000000-0000-0000-0000-000000000072
glutes	Romanian Deadlift	10000000-0000-0000-0000-000000000079
glutes	Reverse Lunges	10000000-0000-0000-0000-000000000088
glutes	Cable Kickbacks	10000000-0000-0000-0000-000000000089
glutes	Glute Maschine	10000000-0000-0000-0000-000000000090
glutes	Step-Ups	10000000-0000-0000-0000-000000000078
glutes	Abduktorenmaschine	10000000-0000-0000-0000-000000000091
calves	Standing Calf Raise	10000000-0000-0000-0000-000000000092
calves	Seated Calf Raise	10000000-0000-0000-0000-000000000093
calves	Calf Press an der Beinpresse	10000000-0000-0000-0000-000000000094
calves	Single-Leg Calf Raise	10000000-0000-0000-0000-000000000095
calves	Smith Machine Calf Raise	10000000-0000-0000-0000-000000000096
adductors	Adduktorenmaschine	10000000-0000-0000-0000-000000000097
adductors	Cable Hip Adduction	10000000-0000-0000-0000-000000000098
adductors	Sumo Squat	10000000-0000-0000-0000-000000000099
adductors	Copenhagen Plank	10000000-0000-0000-0000-000000000100
core	Crunches	10000000-0000-0000-0000-000000000101
core	Cable Crunch	10000000-0000-0000-0000-000000000102
